,Name,Latitude,Longitude,accessibility_w,accessibility_h,Accessibility,colour
340,Guildford 0370,51.23500858,-0.57538305,WheelchairAccess,InductionLoop,Both,#27AE60
341,Wigan 0797,53.54647028,-2.63188717,None,None,None,#E74C3C
342,Wimbledon 0258,51.42208318,-0.20861499,WheelchairAccess,InductionLoop,Both,#27AE60
343,Edinburgh 0936,55.9275022,-3.2095769,None,InductionLoop,InductionLoop Only,#FA8406
344,Northampton 0847,52.24327889,-0.87323416,WheelchairAccess,InductionLoop,Both,#27AE60
345,Lincoln 0683,53.22705094,-0.54110012,WheelchairAccess,InductionLoop,Both,#27AE60
346,Harrow 0224,51.5807772,-0.334169,None,InductionLoop,InductionLoop Only,#FA8406
347,London 0246,51.53655255,0.03520332,None,None,None,#E74C3C
348,Enfield 0220,51.65238613,-0.08485822,WheelchairAccess,InductionLoop,Both,#27AE60
349,Chard 0431,50.87298897,-2.9640377,WheelchairAccess,InductionLoop,Both,#27AE60
350,Sutton-In-Ashfield 0832,53.1246013,-1.2614709,WheelchairAccess,InductionLoop,Both,#27AE60
351,Bicester 0956,51.89660176,-1.15104743,None,InductionLoop,InductionLoop Only,#FA8406
352,Romsey 0375,50.98873464,-1.49732628,WheelchairAccess,InductionLoop,Both,#27AE60
353,Newport 0484,51.58628855,-2.99493081,WheelchairAccess,InductionLoop,Both,#27AE60
354,Battle 1360,50.91732545,0.48374779,WheelchairAccess,InductionLoop,Both,#27AE60
355,Marlow 0358,51.57102038,-0.7762397,None,InductionLoop,InductionLoop Only,#FA8406
356,Leighton Buzzard 0641,51.9163978,-0.66290595,None,InductionLoop,InductionLoop Only,#FA8406
357,Rugby 0503,52.37164807,-1.26280932,WheelchairAccess,InductionLoop,Both,#27AE60
358,Birkenhead 0720,53.390295,-3.0243768,WheelchairAccess,InductionLoop,Both,#27AE60
359,Alfreton 1425,53.09761329,-1.38886526,None,InductionLoop,InductionLoop Only,#FA8406
360,Birmingham 0515,52.4719303,-1.86475317,None,None,None,#E74C3C
361,Leeds 0827,53.79705532,-1.54499254,WheelchairAccess,None,Wheelchair Only,#003FF6
362,Caerphilly 0483,51.5739264,-3.2202087,None,None,None,#E74C3C
363,Yeovil 0420,50.94117485,-2.6299115,WheelchairAccess,InductionLoop,Both,#27AE60
364,Chesterfield 0815,53.2364729,-1.4294786,None,InductionLoop,InductionLoop Only,#FA8406
365,Harlow 0694,51.76928773,0.09399909,WheelchairAccess,InductionLoop,Both,#27AE60
366,Stratford-Upon-Avon 0525,52.19287549,-1.70824655,WheelchairAccess,InductionLoop,Both,#27AE60
367,Horsham 0314,51.0625798,-0.32807933,WheelchairAccess,InductionLoop,Both,#27AE60
368,Evesham 0539,52.09360499,-1.94716264,WheelchairAccess,None,Wheelchair Only,#003FF6
369,Ashby-de-la-Zouch 1061,52.7470768,-1.4718472,WheelchairAccess,InductionLoop,Both,#27AE60
370,Amesbury 0592,51.17185914,-1.77979761,None,InductionLoop,InductionLoop Only,#FA8406
371,Marple 1512,53.394373,-2.0626949,WheelchairAccess,InductionLoop,Both,#27AE60
372,Kenilworth 0907,52.34146006,-1.57765276,WheelchairAccess,InductionLoop,Both,#27AE60
373,London 0693,51.548488,-0.054842,None,InductionLoop,InductionLoop Only,#FA8406
374,Ilkeston 0599,52.97311735,-1.3086677,None,InductionLoop,InductionLoop Only,#FA8406
375,Motherwell 0960,55.7909221,-3.99308704,None,InductionLoop,InductionLoop Only,#FA8406
376,Frinton-On-Sea 1179,51.8309992,1.2454455,WheelchairAccess,InductionLoop,Both,#27AE60
377,Oldham 0726,53.54216747,-2.11204002,None,InductionLoop,InductionLoop Only,#FA8406
378,Wednesfield 1497,52.60029302,-2.08204693,WheelchairAccess,InductionLoop,Both,#27AE60
379,Bromborough 1549,53.3319975,-2.9780449,WheelchairAccess,InductionLoop,Both,#27AE60
380,Monmouth 0482,51.8126916,-2.7149905,None,InductionLoop,InductionLoop Only,#FA8406
